надотряд\b	отряд\b	подотряд\b	гипотряд\b	инфраотряд\b	парвотряд\b	надсем\b\.	сем\b\.	подсем\b\.	род	period	debug
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Platychoerops daubrei	[56.0, 33.9]	debug1205
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Platychoerops richardsoni	[56.0, 33.9]	debug1213
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	*	[]	debug1224
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis Gervais,	[66.0, 56.0]	debug1227
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis anceps	[66.0, 56.0]	debug1241
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis churchilli	[66.0, 56.0]	debug1262
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis cookei	[66.0, 56.0]	debug1265
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis dubius	[66.0, 56.0]	debug1272
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis fodinatus	[66.0, 56.0]	debug1284
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis gingerichi	[66.0, 56.0]	debug1294
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis insignis	[66.0, 56.0]	debug1297
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis praecursor	[66.0, 56.0]	debug1305
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis remensis	[66.0, 56.0]	debug1316
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis rex	[66.0, 56.0]	debug1323
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis russelli	[56.0, 33.9]	debug1338
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis simonsi	[66.0, 56.0]	debug1345
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis tricuspidens	[66.0, 56.0]	debug1348
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Plesiadapis walbeckensis	[66.0, 56.0]	debug1361
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	*	[]	debug1366
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Pronothodectes Gidley,	[66.0, 56.0]	debug1369
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Pronothodectes gaoi	[66.0, 56.0]	debug1381
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Pronothodectes jepi	[66.0, 56.0]	debug1387
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Pronothodectes matthewi	[66.0, 56.0]	debug1393
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	*	[]	debug1399
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Plesiadapidae	Plesiadapinae	Russellodon haininense	[66.0, 56.0]	debug1402
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Saxonellidae		Saxonella Russell,	[66.0, 56.0]	debug1409
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Saxonellidae		Saxonella crepaturae	[66.0, 56.0]	debug1412
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Plesiadapoidea	Saxonellidae		Saxonella naylori	[66.0, 56.0]	debug1420
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpocristes Beard	[]	debug1434
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpocristes oriens	None	debug1437
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpocristes rosei	[66.0, 56.0]	debug1443
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	*	[]	debug1446
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes Matthew	[66.0, 56.0]	debug1449
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes aulacodon	[66.0, 56.0]	debug1457
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes cygneus	[66.0, 56.0]	debug1460
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes hazelae	[66.0, 56.0]	debug1468
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes hobackensis	[66.0, 56.0]	debug1473
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpodaptes stonleyi	[66.0, 56.0]	debug1479
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	*	[]	debug1482
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpolestes Simpson,	[66.0, 56.0]	debug1485
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpolestes dubius	[66.0, 56.0]	debug1493
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpolestes nigridens	[66.0, 56.0]	debug1500
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpolestes simpsoni	[66.0, 56.0]	debug1510
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	*	[]	debug1517
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Carpomegodon jepseni	[66.0, 56.0]	debug1520
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	*	[]	debug1526
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Elphidotarsius Gidley,	[66.0, 56.0]	debug1529
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Elphidotarsius florencae	[66.0, 56.0]	debug1532
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Elphidotarsius shotgunensis	[66.0, 56.0]	debug1535
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Elphidotarsius russelli	[66.0, 56.0]	debug1538
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Elphidotarsius wightoni	[66.0, 56.0]	debug1541
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	*	[]	debug1544
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Carpolestinae	Subengius mengi	[66.0, 56.0]	debug1547
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Chronolestinae	Chronolestes simul	[56.0, 33.9]	debug1554
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Carpolestoidea	Carpolestidae	Parvocristinae	Parvocristes oligocollis	[56.0, 33.9]	debug1561
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Paromomyinae	Paromomys Gidley,	[66.0, 56.0]	debug1584
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Paromomyinae	Paromomys depressidens	[66.0, 56.0]	debug1592
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Paromomyinae	Paromomys libedianus	[66.0, 56.0]	debug1595
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Paromomyinae	Paromomys maturus	[66.0, 56.0]	debug1598
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Acidomomys hebeticus	[66.0, 56.0]	debug1605
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1610
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Elwynella oreas	[56.0, 33.9]	debug1613
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1618
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Simpsonlemur citatus	[56.0, 33.9]	debug1621
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Arcius Godinot,	[56.0, 33.9]	debug1629
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Arcius fuscus	None	debug1632
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Arcius lapparenti	None	debug1637
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Arcius rougieri	None	debug1642
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Arcius zbyszewskii	[56.0, 33.9]	debug1647
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1650
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Dillerlemur pagei	[]	debug1653
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Dillerlemur robinettei	[56.0, 33.9]	debug1656
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1661
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius Matthew	[66.0, 56.0]	debug1664
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius clarkforkensis	[66.0, 56.0]	debug1672
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius fremontensis	[66.0, 56.0]	debug1675
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius frugivorous	[66.0, 56.0]	debug1681
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius graybullianus	[66.0, 56.0]	debug1687
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius mcgrewi	[]	debug1693
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Ignacius sp.	[66.0, 56.0]	debug1696
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1699
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur Matthew,	[66.0, 56.0]	debug1702
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur citatus	[56.0, 33.9]	debug1711
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur fortior	[56.0, 33.9]	debug1714
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur jepseni	[56.0, 33.9]	debug1717
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur pagei	[66.0, 56.0]	debug1722
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur praecox	[66.0, 56.0]	debug1731
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur simonsi	[66.0, 56.0]	debug1734
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Phenacolemur willwoodensis	[56.0, 33.9]	debug1737
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	*	[]	debug1740
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	Phenacolemurinae	Pulverflumen magnificum	[56.0, 33.9]	debug1743
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Paromomyidae	insertae	Edworthia lerbekmoi	[66.0, 56.0]	debug1752
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Arctodontomys Gunnell,	[66.0, 56.0]	debug1771
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Arctodontomys nuptus	[]	debug1774
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Arctodontomys simplicidens	[66.0, 56.0]	debug1777
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Arctodontomys wilsoni	[66.0, 56.0]	debug1782
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	cf. Arctodontomys	[66.0, 56.0]	debug1787
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	*	[]	debug1790
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Craseops sylvestris	[56.0, 33.9]	debug1793
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	*	[]	debug1798
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Megadelphus lundeliusi	None	debug1801
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	*	[]	debug1807
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops Leidy,	[66.0, 56.0]	debug1810
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops angustidens	[66.0, 56.0]	debug1826
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops annectens	[56.0, 33.9]	debug1835
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops elegans	[56.0, 33.9]	debug1845
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops knightensis	None	debug1861
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops kratos	[56.0, 33.9]	debug1867
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops latidens	None	debug1870
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	Microsyops scottianus	None	debug1880
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Microsyopinae	???Microsyops alfi	None	debug1886
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Choctawius foxi	[56.0, 33.9]	debug1900
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	*	[]	debug1903
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Navajovius Matthew	[66.0, 56.0]	debug1906
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Navajovius kohlhaasae	[66.0, 56.0]	debug1913
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Navajovius? mckennai	[56.0, 33.9]	debug1923
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Bartelsia pentadactyla	[56.0, 33.9]	debug1929
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	*	[]	debug1934
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Nanomomys thermophiles	[56.0, 33.9]	debug1937
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	*	[]	debug1940
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Niptomomys McKenna,	[66.0, 56.0]	debug1943
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Niptomomys doreenae	[66.0, 56.0]	debug1948
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Niptomomys thelmae	[56.0, 33.9]	debug1951
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	*	[]	debug1954
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Uintasorex	[56.0, 33.9]	debug1957
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Uintasorex parvulus	[56.0, 33.9]	debug1960
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Microsyopidae	Uintasoricinae	Uintasorex montezumicus	[56.0, 33.9]	debug1968
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Anasazia williamsoni	[66.0, 56.0]	debug1983
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	*	[]	debug1988
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palaechton Gidley,	[66.0, 56.0]	debug1991
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palaechton alticuspis	[66.0, 56.0]	debug2004
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palaechton nacimienti	[66.0, 56.0]	debug2007
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palaechton woodi	[66.0, 56.0]	debug2014
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palaechton torrejonius	[66.0, 56.0]	debug2017
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	*	[]	debug2027
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palenochtha Simpson,	[66.0, 56.0]	debug2030
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palenochtha minor	[66.0, 56.0]	debug2035
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Palenochtha weissae	[66.0, 56.0]	debug2042
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	*	[]	debug2045
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Palaechthoninae	Premnoides douglassi	[66.0, 56.0]	debug2048
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Plesiolestes Jepsen,	[66.0, 56.0]	debug2056
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Plesiolestes problematicus	[66.0, 56.0]	debug2063
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	*	[]	debug2069
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Phoxomylus puncticuspis	[66.0, 56.0]	debug2072
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	*	[]	debug2081
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Torrejonia Gazin,	[]	debug2084
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Torrejonia wilsoni	[66.0, 56.0]	debug2092
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Palaechthonidae	Plesiolestinae	Torrejonia sirokyi	[66.0, 56.0]	debug2100
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Altiatlasius koulchii	[66.0, 56.0]	debug2110
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		*	[]	debug2125
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Avenius amatorum	[56.0, 33.9]	debug2128
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		*	[]	debug2134
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Berruvius lasseroni	[66.0, 56.0]	debug2137
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		*	[]	debug2145
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Sarnacius gingerichi	[66.0, 56.0]	debug2148
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		*	[]	debug2155
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Seia shahi	[56.0, 33.9]	debug2158
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		*	[]	debug2163
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Toliapina Hooker,	[56.0, 33.9]	debug2166
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Toliapina lawsoni	[56.0, 33.9]	debug2169
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Paromomyoidea	Toliapinidae		Toliapina vinealis	[56.0, 33.9]	debug2172
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Foxomomys Chester	[66.0, 56.0]	debug2188
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Foxomomys fremdi	[66.0, 56.0]	debug2191
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Foxomomys gunnelli	[66.0, 56.0]	debug2196
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Foxomomys vossae	[66.0, 56.0]	debug2199
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	*	[]	debug2204
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Micromomys Szalay,	[66.0, 56.0]	debug2207
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Micromomys silvercouleei	[66.0, 56.0]	debug2213
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	*	[]	debug2216
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Micromomyinae	Myrmekomomys loomisi	[56.0, 33.9]	debug2219
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Tinimomyinae	Chalicomomys Beard	[66.0, 56.0]	debug2228
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Tinimomyinae	Chalicomomys antelucanus	[66.0, 56.0]	debug2233
ARCHONTA	PLESIADAPIFORMES	TUPAIOIDEA				Incertae	Micromomyidae	Tinimomyinae	Chalicomomys sp.	[66.0, 56.0]	debug2236
